well_id,timestamp,ground_to_water_cm
EEF-1,2018-06-01 07:45:00,4.7887
EEF-1,2018-06-18 08:32:00,1.1903
EEF-1,2018-06-30 08:55:00,4.577
EEF-1,2018-07-16 08:40:00,16.117
EEF-1,2018-07-25 08:16:00,23.5503
EEF-1,2018-08-10 07:20:00,7.0837
EEF-1,2018-08-24 08:39:00,1.817
EEF-1,2018-09-16 07:57:00,2.317
EEF-1,2018-09-29 08:39:00,0.617
EEF-1,2018-11-18 13:16:00,0.017
EEF-1,2019-06-02 19:00:00,-2.0
EEF-1,2019-06-18 08:55:00,1.6503
EEF-1,2019-07-06 09:01:00,18.0503
EEF-1,2019-07-26 07:47:00,49.017
EEF-1,2019-08-05 07:14:00,56.1503
EEF-1,2019-08-20 09:12:00,39.4837
EEF-1,2019-09-03 08:54:00,20.017
EEF-1,2019-09-21 09:34:00,1.717
EEF-1,2019-10-05 07:12:00,3.2503
EEF-1,2019-10-20 14:51:00,5.017
EEF-1,2021-05-20 08:20:00,13.1594
EEF-1,2021-06-06 08:31:00,38.153
EEF-1,2021-06-20 08:17:00,69.0394
EEF-1,2021-07-05 08:17:00,76.3546
EEF-1,2021-07-20 08:42:00,79.301
EEF-1,2021-08-06 08:34:00,79.301
EEF-1,2021-08-22 09:51:00,79.6058
EEF-1,2021-09-08 09:17:00,83.7714
EEF-1,2021-09-24 09:47:00,83.4666
EEF-1,2021-10-06 09:40:00,
EEF-1,2021-11-14 09:52:00,7.673
EEF-1,2024-05-19 08:06:00,1.245
EEF-1,2024-06-01 07:41:00,2.155
EEF-1,2024-06-15 06:58:00,21.155
EEF-1,2024-06-29 07:42:00,48.995
EEF-1,2024-07-14 06:51:00,83.035
EEF-1,2024-07-27 07:40:00,85.575
EEF-1,2024-08-10 08:10:00,67.585
EEF-1,2024-08-22 08:25:00,75.715
EEF-1,2024-09-07 08:56:00,38.225
EEF-1,2024-09-21 07:51:00,21.465
EEF-1,2024-10-06 08:11:00,16.995
EEF-1,2024-10-21 08:30:00,10.895
EEF-XA3S,2018-06-01 06:40:00,3.384
EEF-XA3S,2018-06-18 08:07:00,4.8657
EEF-XA3S,2018-06-30 08:45:00,20.9523
EEF-XA3S,2018-07-16 08:19:00,51.7773
EEF-XA3S,2018-07-25 07:45:00,77.5773
EEF-XA3S,2018-08-10 06:50:00,
EEF-XA3S,2018-08-24 08:19:00,
EEF-XA3S,2018-09-16 07:44:00,
EEF-XA3S,2018-09-29 09:03:00,
EEF-XA3S,2018-11-18 14:22:00,15.7773
EEF-XA3S,2019-06-02 11:55:00,-0.0893
EEF-XA3S,2019-06-18 08:07:00,3.6107
EEF-XA3S,2019-07-06 08:41:00,6.444
EEF-XA3S,2019-07-26 07:38:00,40.044
EEF-XA3S,2019-08-05 06:59:00,63.7107
EEF-XA3S,2019-08-20 09:01:00,
EEF-XA3S,2019-09-21 10:40:00,22.4773
EEF-XA3S,2019-10-05 07:28:00,18.544
EEF-XA3S,2019-10-20 14:29:00,13.4107
EEF-XA3S,2021-05-20 07:57:00,15.5224
EEF-XA3S,2021-06-06 08:12:00,79.8352
EEF-XA3S,2021-06-20 07:58:00,86.744
EEF-XA3S,2021-07-05 07:50:00,
EEF-XA3S,2021-11-14 09:32:00,3.8672
EEF-XA3S,2024-05-19 08:35:00,1.1788
EEF-XA3S,2024-06-01 08:18:00,1.7287
EEF-XA3S,2024-06-15 07:36:00,5.6988
EEF-XA3S,2024-06-29 08:14:00,38.6188
EEF-XA3S,2024-07-14 07:20:00,96.6288
EEF-XA3S,2024-07-27 07:56:00,
EEF-XA3S,2024-08-10 08:34:00,
EEF-XA3S,2024-08-22 08:41:00,
EEF-XA3S,2024-09-07 08:38:00,
EEF-XA3S,2024-09-21 08:11:00,
EEF-XA3S,2024-10-06 08:28:00,
EEF-XA3S,2024-10-21 08:49:00,87.5888
EER-1,2018-05-31 08:40:00,17.2537
EER-1,2018-06-18 07:21:00,29.3187
EER-1,2018-06-30 08:20:00,38.3146
EER-1,2018-07-16 07:57:00,42.2437
EER-1,2018-07-25 07:25:00,41.3771
EER-1,2018-08-10 06:35:00,42.5437
EER-1,2018-08-24 08:00:00,41.0771
EER-1,2018-09-16 07:25:00,35.8771
EER-1,2018-09-29 08:21:00,32.4104
EER-1,2018-11-18 13:56:00,24.9771
EER-1,2019-06-02 08:07:00,2.6104
EER-1,2019-06-18 07:36:00,14.0104
EER-1,2019-07-06 08:15:00,33.0187
EER-1,2019-07-26 07:20:00,37.9104
EER-1,2019-08-05 06:42:00,39.0437
EER-1,2019-08-20 08:51:00,39.2771
EER-1,2019-09-03 08:44:00,39.1104
EER-1,2019-09-21 09:25:00,24.9437
EER-1,2019-10-05 07:04:00,23.7771
EER-1,2019-10-20 14:14:00,22.2771
EER-1,2021-05-20 07:40:00,28.7317
EER-1,2021-06-06 08:01:00,37.7741
EER-1,2021-06-20 07:45:00,40.5173
EER-1,2021-07-05 07:32:00,41.1269
EER-1,2021-07-20 08:18:00,46.5117
EER-1,2021-08-06 08:11:00,48.2389
EER-1,2021-08-22 09:26:00,44.2765
EER-1,2021-09-08 08:55:00,43.7685
EER-1,2021-09-24 09:28:00,39.8061
EER-1,2021-09-24 17:23:00,45.5973
EER-1,2021-10-06 08:43:00,35.6405
EER-1,2021-11-14 09:07:00,17.0477
EER-1,2024-05-19 09:10:00,-88.9
EER-1,2024-06-01 08:49:00,16.64
EER-1,2024-06-15 08:19:00,27.41
EER-1,2024-06-29 08:32:00,34.31
EER-1,2024-07-14 07:40:00,38.58
EER-1,2024-07-27 08:10:00,42.04
EER-1,2024-08-10 08:49:00,39.29
EER-1,2024-08-22 08:55:00,38.89
EER-1,2024-09-07 08:26:00,36.45
EER-1,2024-09-21 08:23:00,30.35
EER-1,2024-10-06 08:37:00,27.61
EER-1,2024-10-21 08:58:00,21.51
EET-1,2018-06-01 07:56:00,8.9092
EET-1,2018-06-18 08:38:00,48.2792
EET-1,2018-06-30 09:00:00,85.9558
EET-1,2018-07-16 08:47:00,88.5433
EET-1,2018-07-25 08:25:00,
EET-1,2018-08-10 07:23:00,88.9433
EET-1,2018-08-24 08:45:00,
EET-1,2018-09-16 08:02:00,
EET-1,2018-09-29 08:34:00,
EET-1,2018-11-18 13:39:00,71.51
EET-1,2019-06-02 18:40:00,-1.89
EET-1,2019-06-18 09:00:00,27.4767
EET-1,2019-07-26 07:51:00,87.61
EET-1,2019-08-05 07:18:00,87.61
EET-1,2019-08-20 09:15:00,
EET-1,2019-09-21 09:31:00,
EET-1,2019-10-20 15:00:00,84.0433
EET-1,2021-05-20 08:22:00,45.4612
EET-1,2021-06-06 08:34:00,50.2364
EET-1,2021-06-20 08:20:00,83.9676
EET-1,2021-07-05 08:24:00,
EET-1,2021-07-20 08:45:00,89.3524
EET-1,2021-08-06 08:37:00,
EET-1,2021-11-14 09:59:00,13.1524
EET-1,2024-05-19 08:02:00,5.1675
EET-1,2024-06-01 07:37:00,32.7975
EET-1,2024-06-15 06:54:00,59.7275
EET-1,2024-06-29 07:38:00,
EET-1,2024-07-14 06:47:00,
EET-1,2024-07-27 07:37:00,
EET-1,2024-08-10 08:07:00,
EET-1,2024-08-22 08:22:00,
EET-1,2024-09-07 08:58:00,
EET-1,2024-09-21 07:46:00,
EET-1,2024-10-06 08:09:00,
EET-1,2024-10-21 08:28:00,
EET-2,2019-07-06 08:44:00,81.6833
EET-2,2019-07-26 07:40:00,114.75
EET-2,2019-07-26 12:09:00,109.75
EET-2,2019-09-03 09:08:00,134.65
EET-2,2019-10-20 14:35:00,92.95
EET-2,2021-05-20 08:02:00,92.5252
EET-2,2021-06-06 08:16:00,115.4868
EET-2,2021-06-20 08:02:00,134.8924
EET-2,2021-07-05 07:57:00,135.6036
EET-2,2021-07-16 08:45:00,
EET-2,2021-07-20 08:31:00,
EET-2,2021-11-14 09:40:00,-3.0601
EET-2,2024-05-19 08:32:00,-18.15
EET-2,2024-06-01 08:09:00,1.32
EET-2,2024-06-15 07:29:00,59.61
EET-2,2024-06-29 08:11:00,91.2
EET-2,2024-07-14 07:18:00,131.23
EET-2,2024-07-27 07:53:00,
EET-2,2024-08-10 08:30:00,
EET-2,2024-08-22 08:38:00,
EET-2,2024-09-07 08:41:00,
EET-2,2024-09-21 08:09:00,
EET-2,2024-10-06 08:25:00,
EET-2,2024-10-21 08:48:00,
EET-XB4S,2018-07-16 09:11:00,39.2
EET-XB4S,2019-07-06 09:15:00,26.1333
EET-XB4S,2019-07-26 08:05:00,
EET-XB4S,2019-08-20 09:20:00,
EET-XB4S,2019-10-20 13:04:00,24.8
EET-XB4S,2021-05-20 08:35:00,17.7912
EET-XB4S,2021-06-06 08:38:00,27.1384
EET-XB4S,2021-06-20 08:27:00,38.924
EET-XB4S,2021-07-05 08:33:00,43.0896
EET-XB4S,2021-07-20 08:51:00,53.148
EET-XB4S,2021-08-06 08:42:00,
EET-XB4S,2021-08-22 10:02:00,
EET-XB4S,2021-09-24 09:51:00,50.7096
EET-XB4S,2021-10-06 09:46:00,44.4367
EET-XB4S,2021-11-14 10:06:00,-18.1752
EET-XB4S,2024-05-19 08:16:00,5.745
EET-XB4S,2024-06-01 07:50:00,11.225
EET-XB4S,2024-06-15 07:10:00,25.865
EET-XB4S,2024-06-29 07:56:00,34.395
EET-XB4S,2024-07-14 07:03:00,47.395
EET-XB4S,2024-07-27 07:46:00,
EET-XB4S,2024-08-10 08:18:00,
EET-XB4S,2024-08-22 08:32:00,
EET-XB4S,2024-09-07 08:51:00,
EET-XB4S,2024-09-21 07:58:00,38.055
EET-XB4S,2024-10-06 08:16:00,39.065
EET-XB4S,2024-10-21 08:39:00,28.605
EFF-XA2N,2018-05-31 08:55:00,11.4342
EFF-XA2N,2018-06-18 07:35:00,18.7367
EFF-XA2N,2018-06-30 08:31:00,27.3092
EFF-XA2N,2018-07-16 08:10:00,32.575
EFF-XA2N,2018-07-25 07:36:00,32.8417
EFF-XA2N,2018-08-10 06:45:00,38.7083
EFF-XA2N,2018-08-24 08:13:00,35.0083
EFF-XA2N,2018-09-16 07:39:00,32.9417
EFF-XA2N,2018-09-29 09:00:00,25.4417
EFF-XA2N,2018-11-18 14:14:00,10.375
EFF-XA2N,2019-06-18 07:52:00,7.7083
EFF-XA2N,2019-07-06 08:29:00,20.0417
EFF-XA2N,2019-07-26 07:30:00,28.575
EFF-XA2N,2019-08-05 06:52:00,31.875
EFF-XA2N,2019-08-20 08:58:00,31.9083
EFF-XA2N,2019-09-03 08:59:00,31.9417
EFF-XA2N,2019-09-21 10:41:00,17.4083
EFF-XA2N,2019-10-05 07:34:00,13.775
EFF-XA2N,2019-10-20 14:23:00,11.075
EFF-XA2N,2021-05-20 07:50:00,13.0358
EFF-XA2N,2021-06-06 08:09:00,22.383
EFF-XA2N,2021-06-20 07:53:00,59.7718
EFF-XA2N,2021-07-05 07:43:00,32.6446
EFF-XA2N,2021-07-20 08:25:00,37.0134
EFF-XA2N,2021-08-06 08:18:00,37.623
EFF-XA2N,2021-08-22 09:35:00,36.5054
EFF-XA2N,2021-09-08 09:02:00,37.623
EFF-XA2N,2021-09-24 09:34:00,30.9174
EFF-XA2N,2021-10-06 09:24:00,29.345
EFF-XA2N,2021-11-14 09:23:00,12.0198
EFF-XA2N,2024-05-19 08:59:00,3.485
EFF-XA2N,2024-06-01 08:28:00,9.585
EFF-XA2N,2024-06-15 07:43:00,19.745
EFF-XA2N,2024-06-29 08:19:00,25.735
EFF-XA2N,2024-07-14 07:25:00,30.305
EFF-XA2N,2024-07-27 08:00:00,32.445
EFF-XA2N,2024-08-10 08:40:00,31.835
EFF-XA2N,2024-08-22 08:47:00,32.445
EFF-XA2N,2024-09-07 08:34:00,30.005
EFF-XA2N,2024-09-21 08:15:00,21.165
EFF-XA2N,2024-10-06 08:31:00,20.355
EFF-XA2N,2024-10-21 08:54:00,14.765
EFF-XA2S,2018-06-01 06:24:00,10.1705
EFF-XA2S,2018-06-18 08:10:00,19.6955
EFF-XA2S,2018-06-30 08:40:00,39.8038
EFF-XA2S,2018-07-16 08:16:00,51.8022
EFF-XA2S,2018-07-25 07:42:00,
EFF-XA2S,2018-08-10 06:48:00,
EFF-XA2S,2018-08-24 08:18:00,
EFF-XA2S,2018-09-16 07:42:00,
EFF-XA2S,2018-09-29 09:02:00,
EFF-XA2S,2018-11-18 14:20:00,31.9688
EFF-XA2S,2019-06-02 11:55:00,
EFF-XA2S,2019-06-18 08:04:00,16.9355
